link,title,description,pubDate
https://triathlonmagazine.ca/news/female-pro-triathlete-provisionally-suspended-for-doping-blames-sex/,Female pro triathlete provisionally suspended for doping blames sex,Imogen Simmonds claiming sex with her partner caused the positive test The post Female pro triathlete provisionally suspended for doping blames sex appeared first on Triathlon Magazine Canada .,2025-02-26 17:19:53+00:00
https://slowtwitch.com/triathlon/imogen-simmonds-provisionally-suspended-for-anti-doping-rule-violation/,Imogen Simmonds Provisionally Suspended for Anti-Doping Rule Violation,Simmonds tested positive in the lead-up to the IRONMAN 70.3 World Championships. The post Imogen Simmonds Provisionally Suspended for Anti-Doping Rule Violation first appeared on Slowtwitch News .,2025-02-26 14:17:03+00:00
https://tri-today.com/2025/02/imogen-simmonds-tests-positive-in-out-of-competition-test-but-points-to-partner/,"Imogen Simmonds tests positive in out-of-competition test, but points to partner","Switzerland’s Imogen Simmonds tested positive for ligandrol; a substance that has similar effects to testosterone, in an out-of-competition doping test on Dec. 8, 2024. According to the athlete, who says she had no idea how that substance got into her body and therefore initiated an investigation, it is because of her partner, who does use The post Imogen Simmonds tests positive in out-of-competition test, but points to partner appeared first on Triathlon Today .",2025-02-26 13:16:11+00:00
https://www.triathlete.com/culture/news/professional-triathlete-sponsorship/,How Pro Triathletes Make Money: A Deep Dive Into Sponsorship,"Tim Heming speaks to athletes, agents, brands, and more to uncover one of the most taboo subjects in professional triathlon: sponsorship. Read the full article at How Pro Triathletes Make Money: A Deep Dive Into Sponsorship on Triathlete .",2025-02-26 13:00:09+00:00
https://triathloninsight.com/triathlon-news/ironman-releases-updates-for-2025-ironman-global-competition-rules/,IRONMAN releases updates for 2025 IRONMAN Global Competition Rules,"IRONMAN has released its updated 2025 Global Competition Rules for the IRONMAN® and IRONMAN® 70.3® Triathlon Series. The main updates made for 2025 align with World Triathlon and relate to time penalties for Blue Card Violations (including Drafting) and equipment specifications, such as regulations on Water Bottles and Hydration Systems. The updated rules will be … The post IRONMAN releases updates for 2025 IRONMAN Global Competition Rules appeared first on Triathlon Insight .",2025-02-26 12:24:36+00:00
https://triathloninsight.com/triathlon-news/koo-eyewear-joins-forces-with-bmc-pro-triathlon-team-as-official-eyewear-partner-for-2025-season/,KOO Eyewear joins forces with BMC Pro Triathlon Team as official eyewear partner for 2025 season,"KOO Eyewear and KASK Helmets has been selected as the official eyewear partner of the BMC Pro Triathlon Team for the next two seasons, equipping the 2025 roster of seven elite athletes with cutting-edge optics designed for peak performance in training and competition. Since its launch in 2014, the BMC Pro Triathlon Team has become … The post KOO Eyewear joins forces with BMC Pro Triathlon Team as official eyewear partner for 2025 season appeared first on Triathlon Insight .",2025-02-26 11:42:32+00:00
https://www.tri247.com/triathlon-news/elite/gustav-iden-reveals-leg-niggle-as-kristian-blummenfelt-sets-insane-calf-goal?utm_source=rss&utm_medium=rss&utm_campaign=gustav-iden-reveals-leg-niggle-as-kristian-blummenfelt-sets-insane-calf-goal,Gustav Iden reveals leg niggle as Kristian Blummenfelt sets insane calf goal,"The Norwegian pair continue their 2025 preparations in Nice, France The post Gustav Iden reveals leg niggle as Kristian Blummenfelt sets insane calf goal appeared first on TRI247 .",2025-02-26 07:00:00+00:00
https://slowtwitch.com/triathlon/rico-bogen-makes-big-changes-heading-into-2025-season/,Rico Bogen Makes Big Changes Heading into 2025 Season,"Rising German star leaves bike sponsor, along with coach and management team The post Rico Bogen Makes Big Changes Heading into 2025 Season first appeared on Slowtwitch News .",2025-02-26 00:14:13+00:00
https://www.triathlete.com/culture/news/2025-ironman-race-rules-change/,Ironman Will Now Count Your Water Bottles,"The organization’s new rules follow World Triathlon’s efforts to crack down on runaway hydration systems and aerobar extensions, while reducing drafting penalties - among other changes. Read the full article at Ironman Will Now Count Your Water Bottles on Triathlete .",2025-02-25 23:12:04+00:00
https://slowtwitch.com/triathlon/ironman-tweaks-drafting-cycling-equipment-rules-for-2025/,"IRONMAN Tweaks Drafting, Cycling Equipment Rules for 2025","IRONMAN has released its 2025 Global Competition Rules, in advance of the ruleset taking effect in just over three weeks on March 17, 2025. The first race to be contested under the revised ruleset will be IRONMAN 70.3 Geelong on March 23, which also happens to be the kickoff of the 2025 IRONMAN Pro Series. […] The post IRONMAN Tweaks Drafting, Cycling Equipment Rules for 2025 first appeared on Slowtwitch News .",2025-02-25 22:50:10+00:00
https://triathlonmagazine.ca/uncategorized/is-nike-on-the-cusp-of-creating-the-first-smart-running-shoe/,Is Nike on the cusp of creating the first smart running shoe?,Its latest shoe concept involves an electronic powered adjustable shoe The post Is Nike on the cusp of creating the first smart running shoe? appeared first on Triathlon Magazine Canada .,2025-02-25 21:31:52+00:00
https://www.tri247.com/triathlon-news/hayden-wilde-road-to-triathlon-day-job-landscaper?utm_source=rss&utm_medium=rss&utm_campaign=hayden-wilde-road-to-triathlon-day-job-landscaper,Triathlon superstar Hayden Wilde reveals his tough road to the top and the day job he did first,"The Kiwi, who won silver at the Paris Olympics, used to work six-hour shifts when he first started out in the sport The post Triathlon superstar Hayden Wilde reveals his tough road to the top and the day job he did first appeared first on TRI247 .",2025-02-25 21:00:00+00:00
https://triathlonmagazine.ca/news/canadian-triathlon-legend-to-lead-training-session-at-national-age-group-camp/,Canadian triathlon legend to lead training session at national age group camp,Olympic gold medallist Canadian Simon Whitfield will be on deck The post Canadian triathlon legend to lead training session at national age group camp appeared first on Triathlon Magazine Canada .,2025-02-25 19:40:18+00:00
https://www.tri247.com/triathlon-news/the-best-ironman-triathlon-races-in-the-world-announced?utm_source=rss&utm_medium=rss&utm_campaign=the-best-ironman-triathlon-races-in-the-world-announced,"The best IRONMAN race in the world REVEALED after 48,000 triathletes vote","The results are in on IRONMAN's annual survey of the best swim, bike and run courses around the world The post The best IRONMAN race in the world REVEALED after 48,000 triathletes vote appeared first on TRI247 .",2025-02-25 19:00:00+00:00
https://triathlonmagazine.ca/training/5-tips-for-strong-and-healthy-hips-on-the-run-and-bike/,5 Tips for strong and healthy hips on the run and bike,Prepare your body for the challenges of outdoor riding and running The post 5 Tips for strong and healthy hips on the run and bike appeared first on Triathlon Magazine Canada .,2025-02-25 15:22:06+00:00
https://slowtwitch.com/triathlon/al-trautwig-long-time-voice-of-ironman-kona-broadcasts-passes-away/,"Al Trautwig, Long-Time Voice of IRONMAN Kona Broadcasts, Passes Away","Trautwig passed from complications of cancer. He was 68. The post Al Trautwig, Long-Time Voice of IRONMAN Kona Broadcasts, Passes Away first appeared on Slowtwitch News .",2025-02-25 15:19:02+00:00
https://www.triathlete.com/culture/news/airtag-for-bike-protection-triathletes/,Should Triathletes Use AirTags to Protect Their Bikes?,"Spending thousands of dollars on a triathlon bike can be a stressful endeavor, can Apple’s AirTags (or similar tracking product) help provide peace of mind? The truth isn’t as simple as you’d think. Read the full article at Should Triathletes Use AirTags to Protect Their Bikes? on Triathlete .",2025-02-25 13:00:24+00:00
https://tri-today.com/2025/02/race-preview-fireworks-expected-for-ironman-new-zealand/,Race Preview: Fireworks expected for Ironman New Zealand,"Less than three months after hosting the 2024 IM 70.3 World Championships, Taupō will once again welcome hundreds of athletes and their supporters from around the world to the 41st edition of Ironman New Zealand. The 2025 event, which also includes IM 70.3 New Zealand, takes place on Saturday 1 March with more than 2,000 registered The post Race Preview: Fireworks expected for Ironman New Zealand appeared first on Triathlon Today .",2025-02-25 09:45:15+00:00
https://www.tri247.com/triathlon-news/elite/olivia-mathias-podium-national-cross-country-championships-2025?utm_source=rss&utm_medium=rss&utm_campaign=olivia-mathias-podium-national-cross-country-championships-2025,Stunning podium place for British triathlon star in National XC Champs at iconic Parliament Hill,"Olivia Mathias takes third place in a field of nearly 1,000 in the highlight of the domestic Cross Country season The post Stunning podium place for British triathlon star in National XC Champs at iconic Parliament Hill appeared first on TRI247 .",2025-02-25 07:00:00+00:00
https://triathlonmagazine.ca/news/ironman-choice-awards-reveals-sweden-is-hot-on-athletes-race-list/,Ironman Choice Awards reveals Sweden is hot on athlete’s race list,"Find out what athletes consider the best swim, bike and run courses The post Ironman Choice Awards reveals Sweden is hot on athlete’s race list appeared first on Triathlon Magazine Canada .",2025-02-24 21:05:49+00:00
https://www.tri247.com/triathlon-news/elite/sam-long-lionel-sanders-volume-intensity-training-debate-2025?utm_source=rss&utm_medium=rss&utm_campaign=sam-long-lionel-sanders-volume-intensity-training-debate-2025,"Sam Long vs Lionel Sanders and volume vs intensity, which superstar triathlete is right in 2025?","We'll soon have some race evidence but for now the debate continues The post Sam Long vs Lionel Sanders and volume vs intensity, which superstar triathlete is right in 2025? appeared first on TRI247 .",2025-02-24 20:00:00+00:00
https://slowtwitch.com/triathlon/we-noticed-aero-testing-opportunity-former-pro-needs-kidney-transplant/,"We Noticed: Aero Testing Opportunity, Former Pro Needs Kidney Transplant","Long-time forum member and occasional contributor Brian Stover is running an aero testing opportunity in Tucson, Arizona next month. Stover, along with fellow forum member Marc Graveline, will be performing testing using The Gizmo aero sensor. Testing will take place March 20th through the 23rd in Tucson. According to Stover, riders can expect at least […] The post We Noticed: Aero Testing Opportunity, Former Pro Needs Kidney Transplant first appeared on Slowtwitch News .",2025-02-24 18:41:00+00:00
https://triathlonmagazine.ca/news/canadian-desirae-ridenour-takes-her-first-world-cup-win/,Canadian Desirae Ridenour takes her first World Cup win,Canada back on a World Cup podium after more than 10 years The post Canadian Desirae Ridenour takes her first World Cup win appeared first on Triathlon Magazine Canada .,2025-02-24 16:51:14+00:00
https://tri-today.com/2025/02/problems-with-gps-we-are-getting-nervous/,Problems with GPS? ‘We’ are getting nervous,"Recently, Garmin was in the news big time because of problems athletes were having with their watches, facing a ‘Blue Triangle of Death‘ and simply rendering the watch unusable. We wondered: in such a case, is training still done as usual? Recording workouts has become almost second nature to many athletes. Not for nothing do The post Problems with GPS? ‘We’ are getting nervous appeared first on Triathlon Today .",2025-02-24 14:28:31+00:00
https://tri-today.com/2025/02/hayden-wilde-pushes-alex-yee-for-london-marathon-come-on-go-for-sub-210/,"Hayden Wilde pushes Alex Yee for London Marathon: ‘Come on, go for sub 2:10’","No doubt he will not want to take it easy himself at the London Marathon, but at least Alex Yee is also being nicely pushed by his eternal rival Hayden Wilde. Directly after his victory at the WTCS in Abu Dhabi last week, the Kiwi made some striking but mostly funny statements in his after-race The post Hayden Wilde pushes Alex Yee for London Marathon: ‘Come on, go for sub 2:10’ appeared first on Triathlon Today .",2025-02-24 10:05:43+00:00
https://www.tri247.com/triathlon-news/elite/arthur-horseau-hernia-injury-diagnosis-2025?utm_source=rss&utm_medium=rss&utm_campaign=arthur-horseau-hernia-injury-diagnosis-2025,French Ironman star reveals fresh injury misery after challenging 2024 season,"Arthur Horseau, sixth at IMWC in Nice in 2023, says season ""will start a little later than planned"" but vows to battle back The post French Ironman star reveals fresh injury misery after challenging 2024 season appeared first on TRI247 .",2025-02-24 07:00:00+00:00
https://slowtwitch.com/running/the-rules-and-the-feel-of-running-in-illegal-shoes/,The Rules and the Feel of Running in Illegal Shoes,"Much has been made over the last couple of weeks about so-called illegal running shoes — shoes that are prohibited by World Athletics, and are in turn banned from most triathlon races. First was the news that IRONMAN had updated its list of Prohibited Running Shoes for the first time in two years, along with […] The post The Rules and the Feel of Running in Illegal Shoes first appeared on Slowtwitch News .",2025-02-23 23:03:55+00:00
https://www.tri247.com/triathlon-news/elite/kristian-blummenfelt-gustav-iden-nice-bike-course-dynamics-ironman-world-championship?utm_source=rss&utm_medium=rss&utm_campaign=kristian-blummenfelt-gustav-iden-nice-bike-course-dynamics-ironman-world-championship,Norwegian triathlon greats say Nice bike leg will be even more BRUTAL than IRONMAN Kona meltdowns,It could be a fine line at the IRONMAN World Championship in Nice staying near the pace on the bike without blowing up The post Norwegian triathlon greats say Nice bike leg will be even more BRUTAL than IRONMAN Kona meltdowns appeared first on TRI247 .,2025-02-23 20:00:00+00:00
https://slowtwitch.com/running/icebug-is-serious-about-running-in-the-cold-and-wet/,Icebug is Serious About Running in the Cold and Wet,"Icebug is a privately owned Swedish company started in 2001 that has been on a mission to keep athletes and people upright since they began. And after a couple of years in the run business they are starting to make a series that is really appealing. To be frank, I’m not a winter person at […] The post Icebug is Serious About Running in the Cold and Wet first appeared on Slowtwitch News .",2025-02-23 18:49:36+00:00
https://tri-today.com/2025/02/sprinting-to-the-finish-small-differences-at-world-triathlon-cup-napier-wins-for-castro-fajardo-and-ridenour/,"Sprinting to the finish; small differences at World Triathlon Cup Napier, wins for Castro Fajardo and Ridenour","Few really big names at the first World Triathlon Cup of the season, but in New Zealand’s Napier, both the men’s and women’s races came to a wonderfully exciting battle that was only decided by final sprints in the last meters. In the men’s race the win went to Spaniard David Castro Fajardo and in The post Sprinting to the finish; small differences at World Triathlon Cup Napier, wins for Castro Fajardo and Ridenour appeared first on Triathlon Today .",2025-02-23 08:08:22+00:00
https://slowtwitch.com/triathlon/napier-world-cup-comes-down-to-the-run-with-exciting-sprint-finish/,Napier World Cup Comes Down to the Run With Exciting Sprint Finish,A big group hit the final 800 m together to settle the podium in New Zealand The post Napier World Cup Comes Down to the Run With Exciting Sprint Finish first appeared on Slowtwitch News .,2025-02-23 01:24:35+00:00
https://slowtwitch.com/triathlon/shes-back-a-dramatic-sprint-at-the-napier-world-cup-for-former-junior-star/,She’s Back! A Dramatic Sprint at the Napier World Cup for Former Junior Star,Three way sprint for the medals sees Canadian Desirae Ridenour claim her first World Cup title The post She’s Back! A Dramatic Sprint at the Napier World Cup for Former Junior Star first appeared on Slowtwitch News .,2025-02-22 23:59:13+00:00
https://tri-today.com/2025/02/russian-daria-rogozina-takes-winter-double-with-world-championship-winter-triathlon-victory/,Russian Daria Rogozina takes ‘Winter Double’ with World Championship Winter Triathlon victory,"After being unable to compete for three years, Russia’s Daria Rogozina came back the best way possible earlier this week with a win at the World Championships Winter Duathlon. As if that victory wasn’t enough, today – just one day later – Rogozina took the win at the World Championships Winter Triathlon. At the World The post Russian Daria Rogozina takes ‘Winter Double’ with World Championship Winter Triathlon victory appeared first on Triathlon Today .",2025-02-22 14:59:34+00:00
https://slowtwitch.com/gravel/we-tested-cushcore-tire-liners/,We Tested: CushCore Tire Liners,"I had two main motivations for wanting to test out CushCore Tire Inserts. First, I’m prepping my winter gravel bike for outdoor riding in Western New York. Fixing a tubeless flat in the winter is no fun, and I like the idea of being able to crawl somewhere warm for the task. Second, the few […] The post We Tested: CushCore Tire Liners first appeared on Slowtwitch News .",2025-02-21 22:10:54+00:00
https://triathlonmagazine.ca/training/do-the-right-speed-sessions-for-your-specific-triathlon-distance-with-these-4-key-workouts/,Do the right speed sessions for your specific triathlon distance with these 4 key workouts,Try these 4 running speed sessions targetting different triathlon distances The post Do the right speed sessions for your specific triathlon distance with these 4 key workouts appeared first on Triathlon Magazine Canada .,2025-02-21 21:01:09+00:00
https://triathlonmagazine.ca/uncategorized/man-who-brought-you-tyler-mislawchuk-brings-back-one-of-canadas-favourite-triathlons/,Man who brought you Tyler Mislawchuk brings back one of Canada’s favourite triathlons,Popular Manitoba triathlon makes a come back as previously closed lake is reopened. The post Man who brought you Tyler Mislawchuk brings back one of Canada’s favourite triathlons appeared first on Triathlon Magazine Canada .,2025-02-21 19:25:27+00:00
https://tri-today.com/2025/02/ironman-kalmar-and-ironman-70-3-musselman-best-ironmans-according-to-athletes-choice-awards/,Ironman Kalmar and Ironman 70.3 Musselman best Ironmans according to Athletes’ Choice Awards,"According to triathletes, Ironman Kalmar and Ironman 70.3 Musselman are the best Ironmans of last year: at least these two races were rated highest in the annual Athletes’ Choice Awards. In those elections, all Ironmans and Ironman 70.3s are judged on various components. Ironman Kalmar was named best race in the Full Distance category. Of The post Ironman Kalmar and Ironman 70.3 Musselman best Ironmans according to Athletes’ Choice Awards appeared first on Triathlon Today .",2025-02-21 15:53:16+00:00
https://tri-today.com/2025/02/jorgen-baklid-and-daria-rogozina-win-world-championship-winter-duathlon/,Jorgen Baklid and Daria Rogozina win World Championship Winter Duathlon,"The 2025 Winter Duathlon World Championships showcased some of the world’s elite athletes, competing for the prestigious title in the breathtaking landscape of Cogne, Italy, on the heart of the Aosta Valley. After almost three years out of competition, Independent Neutral Athlete Daria Rogozina claimed the world title. The men’s win went to Norwegian athlete The post Jorgen Baklid and Daria Rogozina win World Championship Winter Duathlon appeared first on Triathlon Today .",2025-02-21 15:19:55+00:00
https://www.220triathlon.com/news/the-strongest-triathlete-sam-perkins-tribute,The strongest triathlete: Sam Perkins tribute,"Triathlete and MND campaigner, East Leake's Sam Perkins will be sorely missed by all who knew him and all who were inspired by him.",2025-02-21 11:45:00+00:00
https://triathlonmagazine.ca/news/indoor-hybrid-race-supertri-e-woos-age-group-athletes/,Indoor hybrid race Supertri E woos age group athletes,Age group athletes will be competing for the first time at the upcoming supertri E World Championships The post Indoor hybrid race Supertri E woos age group athletes appeared first on Triathlon Magazine Canada .,2025-02-20 21:22:44+00:00
https://www.triathlete.com/culture/news/raceranger-age-group-debut-at-challenge-wanaka/,RaceRanger’s Debut at Challenge Wanaka: A New Era for Age Group Triathlon?,Anti-drafting technology made its age-group racing debut at Challenge Wanaka - is your local race next? We chat with RaceRanger CEO James Elvery about what’s ahead. Read the full article at RaceRanger’s Debut at Challenge Wanaka: A New Era for Age Group Triathlon? on Triathlete .,2025-02-20 16:31:00+00:00
https://triathloninsight.com/triathlon-news/own-a-stake-in-pelotan-high-performance-sunscreen-brand-launches-crowdfunding-campaign/,Own a stake in Pelotan – High-performance sunscreen brand launches Crowdfunding campaign,"Pelotan, the high-performance sunscreen brand engineered for athletes, has announced the opening of its equity-based Crowdcube campaign. The crowdfunding campaign sees Pelotan welcome its community to own a part of the brand. Pelotan is on a mission to protect every athlete from the sun by offering high-performance sunscreen to people worldwide living active lifestyles. Founded … The post Own a stake in Pelotan – High-performance sunscreen brand launches Crowdfunding campaign appeared first on Triathlon Insight .",2025-02-20 16:09:34+00:00
https://triathloninsight.com/triathlon-news/usa-triathlon-and-hydrapak-join-forces-to-hydrate-multisport-athletes-through-2028/,USA Triathlon and HydraPak join forces to hydrate multisport athletes through 2028,"USA Triathlon has announced a new partnership with HydraPak, a leader in performance hydration systems for over 20 years. The brand will serve as USA Triathlon’s official hydration equipment partner through 2028 with a strong emphasis on cycling bottles, hydration reservoirs and water storage. With a keen focus on innovation, performance, hydration education and support, … The post USA Triathlon and HydraPak join forces to hydrate multisport athletes through 2028 appeared first on Triathlon Insight .",2025-02-20 13:39:27+00:00
https://www.220triathlon.com/news/athletes/marten-van-riel-interview-2025,The Riel deal: From T100 triumph to a 2025 sequel?,"He’s Belgium’s Mr Consistent, and after a triumphant season on the new T100 circuit is now considered one of the world’s top middle-distance athletes. We caught up with Marten Van Riel as he gears up for his toughest year yet…",2025-02-20 10:19:48+00:00
https://www.triathlete.com/culture/news/outside-plus-triathlete-members-guide/,The Outside+ Triathlete Member’s Guide,"As a thank-you for making us a part of your multisport journey next season, we’ve broken down our favorite tri-related Outside+ member perks for this year. Read the full article at The Outside+ Triathlete Member’s Guide on Triathlete .",2025-02-19 16:03:29+00:00
https://www.triathlete.com/culture/news/dei-race-and-triathlon-2025/,A Conversation About Race and Triathlon,"""I am Black. I'm from the Caribbean. I am five foot two. I'm plus size. I don’t present as a ‘triathlete.’ But I hope others see me and believe it’s doable."" Read the full article at A Conversation About Race and Triathlon on Triathlete .",2025-02-19 13:00:01+00:00
https://www.220triathlon.com/news/brandon-peacock-shot-three-times-races-ironman,“Being shot three times motivated me to race Ironman”,"Being the innocent victim of a drive-by shooting almost cost Brandon Peacock his life. Determined not to be beaten, he’s now training for an Ironman…",2025-02-19 11:45:00+00:00
https://www.triathlete.com/culture/news/between-the-arms-hydration-triathlon/,Is Your Next PR Just a Water Bottle or Two (or Three) Away?,A growing number of elite athletes and bike designers swear by the aerodynamic benefits of stacking multiple bottles between their arms. We dove deep – and conducted our own DIY testing – in search of answers. Read the full article at Is Your Next PR Just a Water Bottle or Two (or Three) Away? on Triathlete .,2025-02-18 13:43:00+00:00
https://www.triathlete.com/culture/news/triathlon-race-results-february-15-16-2025/,A Pro Triathlete Outlines Athletes to Watch in 2025 and Details the WTCS Season Opener,The 2025 professional triathlete season is officially underway. Laura Siddall explains what to watch in 2025 and analyzes the World Triathlon Championship Series in Abu Dhabi. Read the full article at A Pro Triathlete Outlines Athletes to Watch in 2025 and Details the WTCS Season Opener on Triathlete .,2025-02-17 16:47:12+00:00
https://www.220triathlon.com/news/wtcs-abu-dhabi-german-grab-comeback-win-as-brits-crash-out,WTCS Abu Dhabi: Germans grab comeback win as Brits crash out,"An inexperienced German quartet recovered from last place in a dramatic mixed team relay, but it was heartbreak for GB when in contention for the podium.",2025-02-16 11:28:49+00:00
https://www.220triathlon.com/news/wtcs-abu-dhabi-hayden-wilde-powers-to-victory-in-season-opener,WTCS Abu Dhabi: Hayden Wilde powers to victory in season opener,"The Kiwi took the first race of the seven-event series, but there was a promising WTCS debut for GB’s Ben Dijkstra, who held on for eighth place",2025-02-15 13:27:31+00:00
https://www.220triathlon.com/news/wtcs-abu-dhabi-lisa-tertsch-leads-german-women-podium-sweep,WTCS Abu Dhabi: Lisa Tertsch leads German women podium sweep,"It was one nation domination as the World Triathlon Championship Series got underway in the Middle East, with four Germans in the top five, and GB’s lone racer Kate Waugh in 10th",2025-02-15 11:39:59+00:00
https://www.triathlete.com/culture/news/ironman-banned-running-shoes-2025/,These Popular Supershoes Are on Ironman’s Banned List for 2025,"Models from Asics, New Balance, Hoka, and more have been listed as “prohibited” by Ironman for the 2025 season. Ironman head referee Jimmy Riccitello explains why. Read the full article at These Popular Supershoes Are on Ironman’s Banned List for 2025 on Triathlete .",2025-02-14 20:20:38+00:00
https://www.triathlete.com/culture/news/whats-your-triathlon-love-language/,What’s Your Triathlon Love Language?,"Love looks a little different when you’re a triathlete. From amped-up texts to post-race snacks, these are the ways we know our partners really love us. Read the full article at What’s Your Triathlon Love Language? on Triathlete .",2025-02-14 13:00:26+00:00
https://www.triathlete.com/culture/news/race-refunds-and-transfers-in-triathlon/,Will Race Refunds and Transfers Become the New Norm in Triathlon?,Exploring the future of flexibility in triathlon events post-COVID. Read the full article at Will Race Refunds and Transfers Become the New Norm in Triathlon? on Triathlete .,2025-02-12 13:00:56+00:00
https://www.triathlete.com/culture/news/meet-the-ironman-of-the-outdoorsman-triathlon/,Meet the Ironman of the Outdoorsman Triathlon,"What’s the secret behind Russ Callen’s 50-year streak in a small, unconventional triathlon? He’s just having fun with friends. Read the full article at Meet the Ironman of the Outdoorsman Triathlon on Triathlete .",2025-02-11 13:00:09+00:00
https://www.triathlete.com/culture/news/shoes-with-high-heel-to-toe-drop-tied-to-more-injuries/,This Type of Running Shoe Is Most Likely to Injure You,Researchers analyzed 710 runners and monitored their injuries. They found that one shoe type has a higher running-related injury correlation. Read the full article at This Type of Running Shoe Is Most Likely to Injure You on Triathlete .,2025-02-10 13:00:58+00:00
https://www.triathlete.com/culture/news/being-fit-more-important-than-being-thin-study-finds/,"Being Fit More Important than Being Thin, Study Finds","Dr. Jeffrey Sankoff discusses why fitness trumps weight loss when it comes to longevity. Read the full article at Being Fit More Important than Being Thin, Study Finds on Triathlete .",2025-02-10 13:00:06+00:00
https://www.220triathlon.com/news/win-entry-to-aberfeldy-multisport-festival,WIN! Entry to the Aberfeldy Multisport Festival,"Win entry to the Aberfeldy Multisport Festival, taking place by Loch Tay this August and choose from a choice of events and distances.",2025-02-07 10:23:29+00:00
https://www.triathlete.com/culture/news/does-your-watch-band-contain-forever-chemicals/,Does Your Watch Band Contain “Forever Chemicals”?,An enlightening new study revealed just how prevalent the toxic class of PFAS compounds are in smartwatch wristbands. Here’s what triathletes need to know. Read the full article at Does Your Watch Band Contain “Forever Chemicals”? on Triathlete .,2025-02-06 13:00:07+00:00
